X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
400798.009999998,140980.190000001,25039228,2025/03/19 00:52:14+00,EVENING,OTHERS,THEFT/OTHER,3800 - 3899 BLOCK OF 12TH STREET NE,400798.01,140980.19,5,5B,5,504,Cluster 20,009504 1,009504,Precinct 68,38.9367075708,-76.9907956504,,2025/03/19 00:26:00+00,2025/03/19 00:40:00+00,711107805,
397117.189999998,138792.609999999,25042362,2025/03/24 20:11:18+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF U STREET NW,397117.19,138792.61,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.9169967973,-77.0332415107,,2025/03/24 17:53:00+00,2025/03/24 17:55:00+00,711107806,
398010.200000003,138551.809999999,25042940,2025/03/26 01:16:03+00,EVENING,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF 8TH STREET NW,398010.2,138551.81,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9148300665,-77.0229435682,,2025/03/25 17:49:00+00,2025/03/25 18:46:00+00,711107807,
399890.557599999,134507.899599999,25043002,2025/03/25 20:53:45+00,EVENING,GUN,ROBBERY,K STREET SE AND 3RD PLACE SE,399890.55761524,134507.89964022,8,8F,1,106,Cluster 27,007203 4,007203,Precinct 131,38.8784032967,-77.0012612911,CAPITOL RIVERFRONT,2025/03/25 19:25:00+00,2025/03/25 19:30:00+00,711107808,
399277.700000003,129297.440000001,25052497,2025/04/11 18:44:14+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF ATLANTIC STREET SW,399277.7,129297.44,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8314649558,-77.0083188214,,2025/04/11 12:42:00+00,2025/04/11 13:39:00+00,711107847,
399214.270000003,136542.670000002,25053620,2025/04/13 18:00:07+00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF NORTH CAPITOL STREET,399214.27,136542.67,6,6E,1,102,Cluster 8,005900 2,005900,Precinct 1,38.8967329335,-77.0090576321,DOWNTOWN,2025/04/13 16:26:00+00,2025/04/13 17:54:00+00,711107848,
400857.210000001,137467.920000002,25053748,2025/04/13 22:15:22+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF NEAL STREET NE,400857.21,137467.92,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9050678489,-76.9901172157,,2025/04/13 00:00:00+00,2025/04/13 15:30:00+00,711107849,
398194.509999998,145784.66,25053984,2025/04/14 12:29:39+00,DAY,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF BRUMMEL COURT NW,398194.51,145784.66,4,4B,4,401,Cluster 17,010300 2,010300,Precinct 63,38.9799859892,-77.0208374018,,2025/04/14 08:07:00+00,2025/04/14 08:42:00+00,711107850,
400435.869999997,134715.77,25046186,2025/03/31 07:33:36+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,700 - 799 BLOCK OF 8TH STREET SE,400435.87,134715.77,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.880275773,-76.9949765956,CAPITOL HILL,2025/03/31 01:21:00+00,2025/03/31 02:51:00+00,711108217,
402823.780000001,134227.600000001,25049402,2025/04/05 14:11:40+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2900 - 2999 BLOCK OF NASH PLACE SE,402823.78,134227.6,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 111,38.8758737198,-76.9674579251,,2025/04/05 04:24:00+00,2025/04/05 12:45:00+00,711108218,
395892.729999997,136464.350000001,25049520,2025/04/05 19:22:33+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF E STREET NW,395892.73,136464.35,2,2A,2,207,Cluster 5,010800 3,010800,Precinct 2,38.8960181546,-77.0473467599,,2025/04/05 18:30:00+00,2025/04/05 19:12:00+00,711108219,
397817.640000001,140446.969999999,25049677,2025/04/06 02:35:43+00,EVENING,OTHERS,SEX ABUSE,700 - 799 BLOCK OF MORTON STREET NW,397817.64,140446.97,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,38.9319018165,-77.0251699236,,2025/04/05 11:00:00+00,2025/04/05 21:00:00+00,711108220,
399843.2984,130413.993299998,25050799,2025/04/10 03:05:07+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,200 - 399 BLOCK OF SAVANNAH STREET SE,399843.298429808,130413.993270455,8,8C,7,707,Cluster 39,009803 1,009803,Precinct 122,38.8415236587,-77.0018050063,,2025/04/08 06:43:00+00,2025/04/08 08:16:00+00,711108221,
397241.549999997,140302.66,25050853,2025/04/08 13:30:33+00,DAY,OTHERS,THEFT/OTHER,1326 - 1399 BLOCK OF PARK ROAD NW,397241.55,140302.66,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 41,38.9306002081,-77.0318135912,,2025/04/08 12:34:00+00,,711108222,
398942.640000001,132940.780000001,25050862,2025/04/08 13:38:27+00,DAY,OTHERS,THEFT F/AUTO,2100 - 2299 BLOCK OF 1ST STREET SW,398942.64,132940.78,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8642854218,-77.0121833503,CAPITOL RIVERFRONT,2025/04/07 22:00:00+00,2025/04/08 13:00:00+00,711108572,
400134.539999999,130213.309999999,25051634,2025/04/09 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,3300 - 3699 BLOCK OF 6TH STREET SE,400134.54,130213.31,8,8C,7,705,Cluster 39,009804 1,009804,Precinct 122,38.8397158173,-76.9984503066,,2025/04/09 17:51:00+00,2025/04/09 17:52:00+00,711108573,
398514.399999999,145227.649999999,25053522,2025/04/13 19:20:46+00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF CEDAR STREET NW,398514.4,145227.65,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9749689173,-77.0171443013,,2025/04/10 13:00:00+00,2025/04/11 01:00:00+00,711108574,
399622.810000002,134604.190000001,25421216,2025/04/10 15:32:02+00,DAY,OTHERS,THEFT F/AUTO,110 - 199 BLOCK OF I STREET SE,399622.81,134604.19,8,8F,1,106,Cluster 27,007203 3,007203,Precinct 131,38.8792706439,-77.0043470558,CAPITOL RIVERFRONT,2025/03/24 00:00:00+00,2025/03/25 22:00:00+00,711108575,
400840.659999996,139142.940000001,25042252,2025/03/24 17:04:31+00,DAY,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9201570109,-76.9903059701,,2025/03/24 15:05:00+00,2025/03/24 16:21:00+00,711108850,
397763.710000001,134935.370099999,25042899,2025/03/26 16:51:10+00,DAY,OTHERS,MOTOR VEHICLE THEFT,INTERSTATE 395 NORTHBOUND AND RAMP TO 9TH STREET SW,397763.71,134935.3700625,6,6D,1,103,Cluster 9,010202 6,010202,Precinct 142,38.8822512798,-77.0257739699,SOUTHWEST,2025/03/25 04:00:00+00,,711108851,
404541.469999999,136535.379999999,25044330,2025/03/28 02:26:49+00,EVENING,OTHERS,THEFT F/AUTO,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2025/03/24 23:00:00+00,2025/03/25 15:00:00+00,711108852,
398010.280000001,137976.16,25044563,2025/03/28 15:20:02+00,DAY,OTHERS,ROBBERY,8TH STREET NW AND P STREET NW,398010.27999611,137976.15999747,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.9096444168,-77.0229409778,,2025/03/28 12:35:00+00,2025/03/28 14:00:00+00,711108853,
401568.590000004,136987.940000001,25045582,2025/03/30 03:19:21+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF MARYLAND AVENUE NE,401568.59,136987.94,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.9007430378,-76.9819168035,,2025/03/30 01:10:00+00,2025/03/30 03:13:00+00,711108854,
401013.880000003,141604.539999999,25047507,2025/04/02 13:50:25+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4300 - 4399 BLOCK OF 13TH STREET NE,401013.88,141604.54,5,5B,4,405,Cluster 20,009503 3,009503,Precinct 67,38.9423316757,-76.9883048556,,2025/04/02 00:00:00+00,2025/04/02 12:18:00+00,711108855,
397162.060000002,140182.43,25047749,2025/04/02 20:22:50+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/04/02 19:04:00+00,2025/04/02 19:20:00+00,711108856,
398114.380000003,141862.73,25041234,2025/03/22 17:20:46+00,DAY,OTHERS,THEFT F/AUTO,4400 - 4499 BLOCK OF 7TH STREET NW,398114.38,141862.73,4,4C,4,407,Cluster 18,002400 2,002400,Precinct 46,38.9446560863,-77.0217514078,,2025/03/22 15:12:00+00,2025/03/22 16:39:00+00,711109288,
403638.939999998,135772.420000002,25042022,2025/03/24 06:11:06+00,MIDNIGHT,GUN,ROBBERY,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8897870573,-76.9580556016,,2025/03/24 01:17:00+00,2025/03/24 05:20:00+00,711109517,
398862.719999999,136989.68,25043175,2025/03/26 01:22:02+00,EVENING,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF NEW JERSEY AVENUE NW,398862.72,136989.68,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9007593761,-77.0131109228,NOMA,2025/03/25 20:00:00+00,2025/03/25 21:00:00+00,711109518,
396456.219999999,137483.23,25043512,2025/03/26 21:11:59+00,EVENING,OTHERS,THEFT/OTHER,1130 - 1199 BLOCK OF CONNECTICUT AVENUE NW,396456.22,137483.23,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.905199041,-77.0408563583,GOLDEN TRIANGLE,2025/03/26 17:07:00+00,2025/03/26 17:39:00+00,711109519,
397623.289999999,144463.390000001,25043515,2025/03/26 18:22:48+00,DAY,OTHERS,THEFT F/AUTO,6400 - 6489 BLOCK OF GEORGIA AVENUE NW,397623.29,144463.39,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9680823234,-77.0274253467,,2025/03/26 17:15:00+00,2025/03/26 17:30:00+00,711109520,
402835.479999997,139007.07,25046849,2025/04/01 02:32:15+00,EVENING,OTHERS,THEFT F/AUTO,2300 - 3099 BLOCK OF V STREET NE,402835.48,139007.07,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9189288774,-76.9673033629,,2025/03/30 03:00:00+00,2025/03/30 06:00:00+00,711109521,
397428.159999996,146143.23,25039184,2025/03/18 23:15:23+00,EVENING,OTHERS,THEFT F/AUTO,13TH STREET NW AND JUNIPER STREET NW,397428.15999557,146143.23002105,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,38.9832141557,-77.0296832948,,2025/03/18 18:00:00+00,2025/03/18 22:50:00+00,711109533,
397817.590000004,140626.329999998,25039692,2025/03/19 21:12:41+00,EVENING,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF NEWTON PLACE NW,397817.59,140626.33,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 43,38.9335175458,-77.0251710707,,2025/03/18 20:30:00+00,2025/03/19 20:32:00+00,711109534,
397430.659999996,136664.370000001,25041279,2025/03/22 17:47:44+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8978258475,-77.0296189448,DOWNTOWN,2025/03/22 17:06:00+00,2025/03/22 17:45:00+00,711109535,
402835.479999997,139007.07,25041628,2025/03/23 06:45:46+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2300 - 3099 BLOCK OF V STREET NE,402835.48,139007.07,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9189288774,-76.9673033629,,2025/03/23 03:15:00+00,2025/03/23 05:30:00+00,711109536,
396522.700000003,137709.93,25042112,2025/03/24 07:41:33+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF N STREET NW,396522.7,137709.93,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,38.9072414989,-77.0400910561,,2025/03/24 02:00:00+00,2025/03/24 07:01:00+00,711109537,
398010.079999998,138818.940000001,25042442,2025/03/24 21:43:51+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/03/24 20:42:00+00,2025/03/24 21:02:00+00,711109538,
404097.649999999,135820.120000001,25043482,2025/03/26 16:28:49+00,DAY,OTHERS,THEFT/OTHER,3652 - 3701 BLOCK OF MINNESOTA AVENUE NE,404097.65,135820.12,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8902147384,-76.9527679775,,2025/03/26 15:52:00+00,2025/03/26 16:26:00+00,711109539,
405964.509999998,134419.23,25044011,2025/03/27 17:41:16+00,DAY,OTHERS,THEFT/OTHER,5000 - 5069 BLOCK OF BENNING ROAD SE,405964.51,134419.23,7,7E,6,604,Cluster 33,007707 3,007707,Precinct 106,38.8775843035,-76.9312615719,,2025/03/27 15:00:00+00,2025/03/27 17:14:00+00,711109540,
404376.656300001,135223.388300002,25045179,2025/03/29 19:28:28+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3700 - 3899 BLOCK OF D STREET SE,404376.656258014,135223.388282918,7,7F,6,603,Cluster 32,007703 3,007703,Precinct 107,38.8848378094,-76.949555782,,2025/03/29 12:28:00+00,2025/03/29 14:18:00+00,711109541,
400691.930799998,130446.7795,25045634,2025/03/29 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,3300 - 3399 BLOCK OF 10TH PLACE SE,400691.930814595,130446.779478485,8,8C,7,705,Cluster 39,007304 2,007304,Precinct 120,38.8418187534,-76.9920297887,,2025/03/30 03:00:00+00,2025/03/31 03:02:00+00,711109542,
400152.539999999,143182.84,25048048,2025/04/03 08:36:23+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,5400 - 5499 BLOCK OF CHILLUM PLACE NE,400152.54,143182.84,5,5A,4,406,Cluster 19,009508 1,009508,Precinct 66,38.9565500084,-76.9982400943,,2025/04/03 08:15:00+00,2025/04/03 08:35:00+00,711109543,
402501.450000003,140062.550000001,25050746,2025/04/08 02:40:50+00,EVENING,GUN,ROBBERY,3000 - 3099 BLOCK OF 25TH STREET NE,402501.45,140062.55,5,5C,5,503,Cluster 22,011100 2,011100,Precinct 71,38.9284379922,-76.9711513008,,2025/04/08 01:15:00+00,2025/04/08 01:20:00+00,711109544,
397799.859999999,141494.879999999,25050530,2025/04/08 02:36:29+00,EVENING,OTHERS,THEFT/OTHER,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,397799.86,141494.88,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.9413416569,-77.0253783465,,2025/04/07 17:00:00+00,2025/04/07 18:00:00+00,711109548,
397229.039999999,138916.41,25050770,2025/04/08 09:01:04+00,MIDNIGHT,OTHERS,THEFT/OTHER,14TH STREET NW AND V STREET NW,397229.03999538,138916.41001435,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,38.9181123884,-77.0319522749,,2025/04/08 00:30:00+00,2025/04/08 03:00:00+00,711109549,
399995.6919,134294.3884,25051471,2025/04/09 15:09:29+00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF M STREET SE,399995.691933949,134294.388378056,8,8F,1,106,Cluster 27,007201 2,007201,Precinct 131,38.8764799099,-77.0000496478,CAPITOL RIVERFRONT,2025/04/09 15:07:00+00,2025/04/09 15:09:00+00,711109550,
401014.039999999,141739.84,25052851,2025/04/12 02:24:09+00,EVENING,OTHERS,THEFT F/AUTO,4400 - 4499 BLOCK OF 13TH STREET NE,401014.04,141739.84,5,5A,4,405,Cluster 20,009503 3,009503,Precinct 67,38.9435504966,-76.98830281,,2025/04/07 13:40:00+00,2025/04/07 17:53:00+00,711109551,
394952.609999999,138009.440000001,25053038,2025/04/12 14:25:22+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1500 - 1599 BLOCK OF 29TH STREET NW,394952.61,138009.44,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9099319737,-77.0581953918,,2025/04/11 19:00:00+00,2025/04/12 13:00:00+00,711109552,
391713.75,139236.920000002,25048974,2025/04/04 23:11:19+00,EVENING,OTHERS,THEFT F/AUTO,2200 - 2399 BLOCK OF KING PLACE NW,391713.75,139236.92,3,3D,2,205,Cluster 13,000804 1,000804,Precinct 8,38.920964949,-77.0955535882,,2025/04/04 19:21:00+00,2025/04/04 21:02:00+00,711109823,
395857.340000004,136612.690000001,25049650,2025/04/05 23:47:23+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF F STREET NW,395857.34,136612.69,2,2A,2,207,Cluster 5,010800 3,010800,Precinct 2,38.897354289,-77.0477556143,,2025/04/03 15:15:00+00,2025/04/04 09:00:00+00,711109824,
397165.270000003,144734.379999999,25049725,2025/04/07 01:10:16+00,EVENING,OTHERS,THEFT F/AUTO,6600 - 6699 BLOCK OF LUZON AVENUE NW,397165.27,144734.38,4,4A,4,401,Cluster 17,001804 1,001804,Precinct 61,38.9705221073,-77.032711654,,2025/04/06 02:22:00+00,2025/04/06 03:18:00+00,711109825,
397633.43,144615.420000002,25051051,2025/04/09 02:19:19+00,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2025/04/08 18:51:00+00,2025/04/08 19:29:00+00,711109826,
399019.240000002,142715.890000001,25051083,2025/04/08 21:19:00+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1ST STREET NW AND GALLATIN STREET NW,399019.23999704,142715.89001787,4,4D,4,403,Cluster 19,002102 2,002102,Precinct 57,38.9523430642,-77.0113146929,,2025/04/08 19:36:00+00,2025/04/08 21:01:00+00,711109827,
398194.509999998,145784.66,25039615,2025/03/19 19:12:16+00,EVENING,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF BRUMMEL COURT NW,398194.51,145784.66,4,4B,4,401,Cluster 17,010300 2,010300,Precinct 63,38.9799859892,-77.0208374018,,2025/03/17 22:00:00+00,2025/03/19 11:30:00+00,711109860,
405570.149999999,134728.780000001,25041936,2025/03/24 18:28:39+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,4600 - 4619 BLOCK OF G STREET SE,405570.15,134728.78,7,7E,6,604,Cluster 33,007707 2,007707,Precinct 106,38.880375437,-76.9358038921,,2025/03/23 20:08:00+00,2025/03/23 22:58:00+00,711109861,
396746.969999999,137976.41,25047067,2025/04/01 16:54:20+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2025/04/01 16:15:00+00,2025/04/01 16:20:00+00,711109869,
401410.280000001,137034.030000001,25049519,2025/04/05 19:24:38+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1400 - 1499 BLOCK OF MORSE STREET NE,401410.28,137034.03,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9011585012,-76.9837417561,,2025/04/05 17:40:00+00,2025/04/05 18:15:00+00,711109870,
402318,136854,25051765,2025/04/10 00:28:36+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2300 BLOCK OF 4TH STREET NE,402318,136854,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.8995348016,-76.9732778229,,2025/04/09 02:30:00+00,2025/04/09 15:00:00+00,711109871,
401014.479999997,136855.379999999,25053282,2025/04/13 01:21:46+00,EVENING,GUN,ROBBERY,13TH STREET NE AND LINDEN PLACE NE,401014.47999889,136855.37999643,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,38.8995497039,-76.9883049527,,2025/04/12 22:31:00+00,2025/04/13 01:00:00+00,711109872,
406722.189999998,136027.579999998,25048085,2025/04/03 12:32:38+00,DAY,OTHERS,THEFT F/AUTO,200 - 298 BLOCK OF 55TH STREET NE,406722.19,136027.58,7,7C,6,608,Cluster 31,007808 1,007808,Precinct 96,38.8920674645,-76.9225139047,,2025/04/02 04:00:00+00,2025/04/03 11:30:00+00,711109886,
398010.079999998,138818.940000001,25048109,2025/04/03 13:53:23+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/04/03 13:02:00+00,2025/04/03 13:02:00+00,711109887,
393039.43,142375.16,25049987,2025/04/06 19:20:39+00,EVENING,OTHERS,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,393039.43,142375.16,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,38.9492466458,-77.0802982386,,2025/04/06 18:55:00+00,2025/04/06 19:10:00+00,711109888,
398758.710000001,145213.059999999,25050348,2025/04/07 14:09:29+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/04/07 12:10:00+00,2025/04/07 13:46:00+00,711109889,
397329.289999999,136718.300000001,25051442,2025/04/09 14:26:02+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF G STREET NW,397329.29,136718.3,2,2C,2,209,Cluster 8,005802 2,005802,Precinct 129,38.8983113663,-77.0307877317,DOWNTOWN,2025/04/09 13:45:00+00,2025/04/09 13:50:00+00,711109890,
401505.544600002,133271.7914,25051489,2025/04/09 17:52:50+00,DAY,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF T STREET SE,401505.54460735,133271.791417107,8,8A,6,607,Cluster 34,007605 2,007605,Precinct 112,38.867266656,-76.9826517519,,2025/04/07 22:00:00+00,2025/04/09 14:00:00+00,711109891,
396029.229999997,137018.530000001,25052383,2025/04/11 08:05:49+00,MIDNIGHT,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF PENNSYLVANIA AVENUE NW,396029.23,137018.53,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,38.9010110345,-77.045776453,,2025/04/11 03:24:00+00,2025/04/11 03:48:00+00,711109892,
402356.479999997,137397.870000001,25050831,2025/04/08 11:59:46+00,DAY,OTHERS,THEFT/OTHER,2106 - 2199 BLOCK OF MARYLAND AVENUE NE,402356.48,137397.87,5,5D,5,507,Cluster 23,008903 1,008903,Precinct 78,38.9044340732,-76.972832355,,2025/04/08 11:32:00+00,2025/04/08 11:45:00+00,711109893,
399760.509999998,143664.420000002,25051264,2025/04/09 01:23:46+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,5800 - 5899 BLOCK OF 3RD STREET NE,399760.51,143664.42,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.9608881863,-77.0027632455,,2025/04/08 19:37:00+00,2025/04/08 19:40:00+00,711109894,
400121.380000003,137998.899999999,25051969,2025/04/10 15:15:27+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 4TH STREET NE,400121.38,137998.9,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9098515103,-76.9986005147,,2025/04/09 03:30:00+00,2025/04/09 05:00:00+00,711109895,
397877.310000002,137976.329999998,25052398,2025/04/11 04:40:28+00,MIDNIGHT,OTHERS,THEFT F/AUTO,900 - 922 BLOCK OF P STREET NW,397877.31,137976.33,2,2G,3,307,Cluster 7,004901 3,004901,Precinct 129,38.9096456371,-77.0244740893,,2025/04/11 04:19:00+00,2025/04/11 04:41:00+00,711109896,
399823.18,137620.010000002,25050655,2025/04/08 00:19:56+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF 3RD STREET NE,399823.18,137620.01,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.906438329,-77.0020385991,NOMA,2025/04/07 22:00:00+00,2025/04/07 22:11:00+00,711111706,
399950.030000001,135711.379999999,25050857,2025/04/08 14:23:04+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF 4TH STREET SE,399950.03,135711.38,6,6B,1,106,Cluster 26,006600 1,006600,Precinct 89,38.8892447156,-77.000575977,,2025/04/08 00:00:00+00,2025/04/08 13:18:00+00,711111707,
398099.020000003,138206.329999998,25051046,2025/04/09 02:54:11+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1623 BLOCK OF 7TH STREET NW,398099.02,138206.33,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.911718063,-77.0219184648,,2025/04/08 18:40:00+00,2025/04/08 19:21:00+00,711111708,
402086.044399999,133587.354899999,25051386,2025/04/09 13:24:01+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF 21ST PLACE SE,402086.044447889,133587.3549374,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 133,38.8701081953,-76.9759617499,,2025/04/08 03:45:00+00,2025/04/08 11:00:00+00,711111709,
396746.969999999,137976.41,25051667,2025/04/09 21:34:58+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2025/04/09 20:50:00+00,2025/04/09 20:57:00+00,711111710,
401211.600000001,138483.239999998,25052900,2025/04/12 04:15:06+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF OKIE STREET NE,401211.6,138483.24,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9142137824,-76.9860296578,,2025/04/12 04:05:00+00,2025/04/12 04:15:00+00,711111711,
397162.060000002,140182.43,25054118,2025/04/14 19:03:36+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/04/14 14:00:00+00,2025/04/14 14:10:00+00,711111712,
395499.25,139592.960000001,25421171,2025/04/09 10:31:18+00,MIDNIGHT,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,,,Cluster 15,000501 3,000501,Precinct 26,38.9241998122,-77.0519031245,,2025/03/10 08:00:00+00,2025/03/19 13:58:00+00,711111714,
401498.969999999,138734.57,25421218,2025/04/10 15:32:15+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,401498.97,138734.57,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9164774036,-76.9827155922,,2025/03/24 23:05:00+00,2025/03/24 23:06:00+00,711111715,
